id	level?	var_of_level?	effect1_desc	effect2_desc	effect3_desc?
9222	3	2	M. Def. +7.2	HP Recovery +0.1	
9223	3	2	M. Def. +7.2	MP Recovery +0.1	
9224	3	2	M. Def. +7.2	CP Recovery +0.1	
9225	3	2	M. Def. +7.2	Dodge +0.7	
9226	3	2	M. Def. +7.2	Accuracy +0.7	
9227	3	2	M. Def. +7.2	Critical +6.9	
9228	3	2	Maximum HP +35.4	Maximum MP +11	
9229	3	2	Maximum HP +35.4	Maximum CP +48.9	
9230	3	2	Maximum HP +35.4	P. Atk. +4.1	
9231	3	2	Maximum HP +35.4	M. Atk. +4.7	
9232	3	2	Maximum HP +35.4	HP Recovery +0.1	
9233	3	2	Maximum HP +35.4	MP Recovery +0.1	
9234	3	2	Maximum HP +35.4	CP Recovery +0.1	
9235	3	2	Maximum HP +35.4	Dodge +0.7	
9236	3	2	Maximum HP +35.4	Accuracy +0.7	
9237	3	2	Maximum HP +35.4	Critical +6.9	
9238	3	2	Maximum MP +11	Maximum CP +48.9	
9239	3	2	Maximum MP +11	P. Atk. +4.1	
9240	3	2	Maximum MP +11	M. Atk. +4.7	
9241	3	2	Maximum MP +11	HP Recovery +0.1	
9242	3	2	Maximum MP +11	MP Recovery +0.1	
9243	3	2	Maximum MP +11	CP Recovery +0.1	
9244	3	2	Maximum MP +11	Dodge +0.7	
9245	3	2	Maximum MP +11	Accuracy +0.7	
9246	3	2	Maximum MP +11	Critical +6.9	
9247	3	2	Maximum CP +48.9	P. Atk. +4.1	
9248	3	2	Maximum CP +48.9	M. Atk. +4.7	
9249	3	2	Maximum CP +48.9	HP Recovery +0.1	
9250	3	2	Maximum CP +48.9	MP Recovery +0.1	
9251	3	2	Maximum CP +48.9	CP Recovery +0.1	
9252	3	2	Maximum CP +48.9	Dodge +0.7	
9253	3	2	Maximum CP +48.9	Accuracy +0.7	
9254	3	2	Maximum CP +48.9	Critical +6.9	
9255	3	2	P. Atk. +4.1	M. Atk. +4.7	
9256	3	2	P. Atk. +4.1	HP Recovery +0.1	
9257	3	2	P. Atk. +4.1	MP Recovery +0.1	
9258	3	2	P. Atk. +4.1	CP Recovery +0.1	
9259	3	2	P. Atk. +4.1	Dodge +0.7	
9260	3	2	P. Atk. +4.1	Accuracy +0.7	
9261	3	2	P. Atk. +4.1	Critical +6.9	
9262	3	2	M. Atk. +4.7	HP Recovery +0.1	
9263	3	2	M. Atk. +4.7	MP Recovery +0.1	
9264	3	2	M. Atk. +4.7	CP Recovery +0.1	
9265	3	2	M. Atk. +4.7	Dodge +0.7	
9266	3	2	M. Atk. +4.7	Accuracy +0.7	
9267	3	2	M. Atk. +4.7	Critical +6.9	
9268	3	2	HP Recovery +0.1	MP Recovery +0.1	
9269	3	2	HP Recovery +0.1	CP Recovery +0.1	
9270	3	2	HP Recovery +0.1	Dodge +0.7	
9271	3	2	HP Recovery +0.1	Accuracy +0.7	
9272	3	2	HP Recovery +0.1	Critical +6.9	
9273	3	2	MP Recovery +0.1	CP Recovery +0.1	
9274	3	2	MP Recovery +0.1	Dodge +0.7	
9275	3	2	MP Recovery +0.1	Accuracy +0.7	
9276	3	2	MP Recovery +0.1	Critical +6.9	
9277	3	2	CP Recovery +0.1	Dodge +0.7	
9278	3	2	CP Recovery +0.1	Accuracy +0.7	
9279	3	2	CP Recovery +0.1	Critical +6.9	
9280	3	2	Dodge +0.7	Accuracy +0.7	
9281	3	2	Dodge +0.7	Critical +6.9	
9282	3	2	Accuracy +0.7	Critical +6.9	
9283	3	2	P. Def. +18.5		
9284	3	2	M. Def. +14.9		
9285	3	2	Maximum HP +73.5		
9286	3	2	Maximum MP +23.1		
9287	3	2	Maximum CP +101.6		
9288	3	2	P. Atk. +8.9		
9289	3	2	M. Atk. +10.2		
9290	3	2	HP Recovery +0.4		
9291	3	2	MP Recovery +0.1		
9292	3	2	CP Recovery +0.4		
9293	3	2	Dodge +1.7		
9294	3	2	Accuracy +1.7		
9295	3	2	Critical +16.7		
9296	3	2	P. Def. +9.2	M. Def. +7.4	
9297	3	2	P. Def. +9.2	Maximum HP +36.7	
9298	3	2	P. Def. +9.2	Maximum MP +11.5	
9299	3	2	P. Def. +9.2	Maximum CP +50.8	
9300	3	2	P. Def. +9.2	P. Atk. +4.4	
9301	3	2	P. Def. +9.2	M. Atk. +5.1	
9302	3	2	P. Def. +9.2	HP Recovery +0.2	
9303	3	2	P. Def. +9.2	MP Recovery +0.1	
9304	3	2	P. Def. +9.2	CP Recovery +0.2	
9305	3	2	P. Def. +9.2	Dodge +0.7	
9306	3	2	P. Def. +9.2	Accuracy +0.7	
9307	3	2	P. Def. +9.2	Critical +6.9	
9308	3	2	M. Def. +7.4	Maximum HP +36.7	
9309	3	2	M. Def. +7.4	Maximum MP +11.5	
9310	3	2	M. Def. +7.4	Maximum CP +50.8	
9311	3	2	M. Def. +7.4	P. Atk. +4.4	
9312	3	2	M. Def. +7.4	M. Atk. +5.1	
9313	3	2	M. Def. +7.4	HP Recovery +0.2	
9314	3	2	M. Def. +7.4	MP Recovery +0.1	
9315	3	2	M. Def. +7.4	CP Recovery +0.2	
9316	3	2	M. Def. +7.4	Dodge +0.7	
9317	3	2	M. Def. +7.4	Accuracy +0.7	
9318	3	2	M. Def. +7.4	Critical +6.9	
9319	3	2	Maximum HP +36.7	Maximum MP +11.5	
9320	3	2	Maximum HP +36.7	Maximum CP +50.8	
9321	3	2	Maximum HP +36.7	P. Atk. +4.4	
9322	3	2	Maximum HP +36.7	M. Atk. +5.1	
9323	3	2	Maximum HP +36.7	HP Recovery +0.2	
9324	3	2	Maximum HP +36.7	MP Recovery +0.1	
9325	3	2	Maximum HP +36.7	CP Recovery +0.2	
9326	3	2	Maximum HP +36.7	Dodge +0.7	
9327	3	2	Maximum HP +36.7	Accuracy +0.7	
9328	3	2	Maximum HP +36.7	Critical +6.9	
9329	3	2	Maximum MP +11.5	Maximum CP +50.8	
9330	3	2	Maximum MP +11.5	P. Atk. +4.4	
9331	3	2	Maximum MP +11.5	M. Atk. +5.1	
9332	3	2	Maximum MP +11.5	HP Recovery +0.2	
9333	3	2	Maximum MP +11.5	MP Recovery +0.1	
9334	3	2	Maximum MP +11.5	CP Recovery +0.2	
9335	3	2	Maximum MP +11.5	Dodge +0.7	
9336	3	2	Maximum MP +11.5	Accuracy +0.7	
9337	3	2	Maximum MP +11.5	Critical +6.9	
9338	3	2	Maximum CP +50.8	P. Atk. +4.4	
9339	3	2	Maximum CP +50.8	M. Atk. +5.1	
9340	3	2	Maximum CP +50.8	HP Recovery +0.2	
9341	3	2	Maximum CP +50.8	MP Recovery +0.1	
9342	3	2	Maximum CP +50.8	CP Recovery +0.2	
9343	3	2	Maximum CP +50.8	Dodge +0.7	
9344	3	2	Maximum CP +50.8	Accuracy +0.7	
9345	3	2	Maximum CP +50.8	Critical +6.9	
9346	3	2	P. Atk. +4.4	M. Atk. +5.1	
9347	3	2	P. Atk. +4.4	HP Recovery +0.2	
9348	3	2	P. Atk. +4.4	MP Recovery +0.1	
9349	3	2	P. Atk. +4.4	CP Recovery +0.2	
9350	3	2	P. Atk. +4.4	Dodge +0.7	
9351	3	2	P. Atk. +4.4	Accuracy +0.7	
9352	3	2	P. Atk. +4.4	Critical +6.9	
9353	3	2	M. Atk. +5.1	HP Recovery +0.2	
9354	3	2	M. Atk. +5.1	MP Recovery +0.1	
9355	3	2	M. Atk. +5.1	CP Recovery +0.2	
9356	3	2	M. Atk. +5.1	Dodge +0.7	
9357	3	2	M. Atk. +5.1	Accuracy +0.7	
9358	3	2	M. Atk. +5.1	Critical +6.9	
9359	3	2	HP Recovery +0.2	MP Recovery +0.1	
9360	3	2	HP Recovery +0.2	CP Recovery +0.2	
9361	3	2	HP Recovery +0.2	Dodge +0.7	
9362	3	2	HP Recovery +0.2	Accuracy +0.7	
9363	3	2	HP Recovery +0.2	Critical +6.9	
9364	3	2	MP Recovery +0.1	CP Recovery +0.2	
9365	3	2	MP Recovery +0.1	Dodge +0.7	
9366	3	2	MP Recovery +0.1	Accuracy +0.7	
9367	3	2	MP Recovery +0.1	Critical +6.9	
9368	3	2	CP Recovery +0.2	Dodge +0.7	
9369	3	2	CP Recovery +0.2	Accuracy +0.7	
9370	3	2	CP Recovery +0.2	Critical +6.9	
9371	3	2	Dodge +0.7	Accuracy +0.7	
9372	3	2	Dodge +0.7	Critical +6.9	
9373	3	2	Accuracy +0.7	Critical +6.9	
9374	3	2	P. Def. +19.5		
9375	3	2	M. Def. +15.5		
9376	3	2	Maximum HP +78.1		
9377	3	2	Maximum MP +24.8		
9378	3	2	Maximum CP +107.9		
9379	3	2	P. Atk. +9.9		
9380	3	2	M. Atk. +11.4		
9381	3	2	HP Recovery +0.4		
9382	3	2	MP Recovery +0.1		
9383	3	2	CP Recovery +0.4		
9384	3	2	Dodge +1.7		
9385	3	2	Accuracy +1.7		
9386	3	2	Critical +18.1		
9387	3	2	P. Def. +10.1	M. Def. +7.5	
9388	3	2	P. Def. +10.1	Maximum HP +37.7	
9389	3	2	P. Def. +10.1	Maximum MP +11.9	
9390	3	2	P. Def. +10.1	Maximum CP +52.1	
9391	3	2	P. Def. +10.1	P. Atk. +4.8	
9392	3	2	P. Def. +10.1	M. Atk. +5.5	
9393	3	2	P. Def. +10.1	HP Recovery +0.2	
9394	3	2	P. Def. +10.1	MP Recovery +0.1	
9395	3	2	P. Def. +10.1	CP Recovery +0.2	
9396	3	2	P. Def. +10.1	Dodge +0.7	
9397	3	2	P. Def. +10.1	Accuracy +0.7	
9398	3	2	P. Def. +10.1	Critical +7	
9399	3	2	M. Def. +8	Maximum HP +37.7	
9400	3	2	M. Def. +8	Maximum MP +11.9	
9401	3	2	M. Def. +8	Maximum CP +52.1	
9402	3	2	M. Def. +8	P. Atk. +4.8	
9403	3	2	M. Def. +8	M. Atk. +5.5	
9404	3	2	M. Def. +8	HP Recovery +0.2	
9405	3	2	M. Def. +8	MP Recovery +0.1	
9406	3	2	M. Def. +8	CP Recovery +0.2	
9407	3	2	M. Def. +8	Dodge +0.7	
9408	3	2	M. Def. +8	Accuracy +0.7	
9409	3	2	M. Def. +8	Critical +7	
9410	3	2	Maximum HP +40.4	Maximum MP +11.9	
9411	3	2	Maximum HP +40.4	Maximum CP +52.1	
9412	3	2	Maximum HP +40.4	P. Atk. +4.8	
9413	3	2	Maximum HP +40.4	M. Atk. +5.5	
9414	3	2	Maximum HP +40.4	HP Recovery +0.2	
9415	3	2	Maximum HP +40.4	MP Recovery +0.1	
9416	3	2	Maximum HP +40.4	CP Recovery +0.2	
9417	3	2	Maximum HP +40.4	Dodge +0.7	
9418	3	2	Maximum HP +40.4	Accuracy +0.7	
9419	3	2	Maximum HP +40.4	Critical +7	
9420	3	2	Maximum MP +12.8	Maximum CP +52.1	
9421	3	2	Maximum MP +12.8	P. Atk. +4.8	
9422	3	2	Maximum MP +12.8	M. Atk. +5.5	
9423	3	2	Maximum MP +12.8	HP Recovery +0.2	
9424	3	2	Maximum MP +12.8	MP Recovery +0.1	
9425	3	2	Maximum MP +12.8	CP Recovery +0.2	
9426	3	2	Maximum MP +12.8	Dodge +0.7	
9427	3	2	Maximum MP +12.8	Accuracy +0.7	
9428	3	2	Maximum MP +12.8	Critical +7	
9429	3	2	Maximum CP +55.8	P. Atk. +4.8	
9430	3	2	Maximum CP +55.8	M. Atk. +5.5	
9431	3	2	Maximum CP +55.8	HP Recovery +0.2	
9432	3	2	Maximum CP +55.8	MP Recovery +0.1	
9433	3	2	Maximum CP +55.8	CP Recovery +0.2	
9434	3	2	Maximum CP +55.8	Dodge +0.7	
9435	3	2	Maximum CP +55.8	Accuracy +0.7	
9436	3	2	Maximum CP +55.8	Critical +7	
9437	3	2	P. Atk. +5.1	M. Atk. +5.5	
9438	3	2	P. Atk. +5.1	HP Recovery +0.2	
9439	3	2	P. Atk. +5.1	MP Recovery +0.1	
9440	3	2	P. Atk. +5.1	CP Recovery +0.2	
9441	3	2	P. Atk. +5.1	Dodge +0.7	
9442	3	2	P. Atk. +5.1	Accuracy +0.7	
9443	3	2	P. Atk. +5.1	Critical +7	
9444	3	2	M. Atk. +5.9	HP Recovery +0.2	
9445	3	2	M. Atk. +5.9	MP Recovery +0.1	
9446	3	2	M. Atk. +5.9	CP Recovery +0.2	
9447	3	2	M. Atk. +5.9	Dodge +0.7	
9448	3	2	M. Atk. +5.9	Accuracy +0.7	
9449	3	2	M. Atk. +5.9	Critical +7	
9450	3	2	HP Recovery +0.2	MP Recovery +0.1	
9451	3	2	HP Recovery +0.2	CP Recovery +0.2	
9452	3	2	HP Recovery +0.2	Dodge +0.7	
9453	3	2	HP Recovery +0.2	Accuracy +0.7	
9454	3	2	HP Recovery +0.2	Critical +7	
9455	3	2	MP Recovery +0.1	CP Recovery +0.2	
9456	3	2	MP Recovery +0.1	Dodge +0.7	
9457	3	2	MP Recovery +0.1	Accuracy +0.7	
9458	3	2	MP Recovery +0.1	Critical +7	
9459	3	2	CP Recovery +0.2	Dodge +0.7	
9460	3	2	CP Recovery +0.2	Accuracy +0.7	
9461	3	2	CP Recovery +0.2	Critical +7	
9462	3	2	Dodge +0.7	Accuracy +0.7	
9463	3	2	Dodge +0.7	Critical +7	
9464	3	2	Accuracy +0.7	Critical +7	
9465	3	2	P. Def. +19.7		
9466	3	2	M. Def. +15.9		
9467	3	2	Maximum HP +79.4		
9468	3	2	Maximum MP +25.3		
9469	3	2	Maximum CP +109.7		
9470	3	2	P. Atk. +10.5		
9471	3	2	M. Atk. +12.1		
9472	3	2	HP Recovery +0.4		
9473	3	2	MP Recovery +0.1		
9474	3	2	CP Recovery +0.4		
9475	3	2	Dodge +1.5		
9476	3	2	Accuracy +1.5		
9477	3	2	Critical +16.6		
9478	3	2	P. Def. +10.2	M. Def. +7.6	
9479	3	2	P. Def. +10.2	Maximum HP +38.2	
9480	3	2	P. Def. +10.2	Maximum MP +12.2	
9481	3	2	P. Def. +10.2	Maximum CP +52.8	
9482	3	2	P. Def. +10.2	P. Atk. +5	
9483	3	2	P. Def. +10.2	M. Atk. +5.8	
9484	3	2	P. Def. +10.2	HP Recovery +0.1	
9485	3	2	P. Def. +10.2	MP Recovery +0.1	
9486	3	2	P. Def. +10.2	CP Recovery +0.1	
9487	3	2	P. Def. +10.2	Dodge +0.7	
9488	3	2	P. Def. +10.2	Accuracy +0.7	
9489	3	2	P. Def. +10.2	Critical +7.9	
9490	3	2	M. Def. +8.2	Maximum HP +38.2	
9491	3	2	M. Def. +8.2	Maximum MP +12.2	
9492	3	2	M. Def. +8.2	Maximum CP +52.8	
9493	3	2	M. Def. +8.2	P. Atk. +5	
9494	3	2	M. Def. +8.2	M. Atk. +5.8	
9495	3	2	M. Def. +8.2	HP Recovery +0.1	
9496	3	2	M. Def. +8.2	MP Recovery +0.1	
9497	3	2	M. Def. +8.2	CP Recovery +0.1	
9498	3	2	M. Def. +8.2	Dodge +0.7	
9499	3	2	M. Def. +8.2	Accuracy +0.7	
9500	3	2	M. Def. +8.2	Critical +7.9	
9501	3	2	Maximum HP +41.2	Maximum MP +12.2	
9502	3	2	Maximum HP +41.2	Maximum CP +52.8	
9503	3	2	Maximum HP +41.2	P. Atk. +5	
9504	3	2	Maximum HP +41.2	M. Atk. +5.8	
9505	3	2	Maximum HP +41.2	HP Recovery +0.1	
9506	3	2	Maximum HP +41.2	MP Recovery +0.1	
9507	3	2	Maximum HP +41.2	CP Recovery +0.1	
9508	3	2	Maximum HP +41.2	Dodge +0.7	
9509	3	2	Maximum HP +41.2	Accuracy +0.7	
9510	3	2	Maximum HP +41.2	Critical +7.9	
9511	3	2	Maximum MP +13.1	Maximum CP +52.8	
9512	3	2	Maximum MP +13.1	P. Atk. +5	
9513	3	2	Maximum MP +13.1	M. Atk. +5.8	
9514	3	2	Maximum MP +13.1	HP Recovery +0.1	
9515	3	2	Maximum MP +13.1	MP Recovery +0.1	
9516	3	2	Maximum MP +13.1	CP Recovery +0.1	
9517	3	2	Maximum MP +13.1	Dodge +0.7	
9518	3	2	Maximum MP +13.1	Accuracy +0.7	
9519	3	2	Maximum MP +13.1	Critical +7.9	
9520	3	2	Maximum CP +56.9	P. Atk. +5	
9521	3	2	Maximum CP +56.9	M. Atk. +5.8	
9522	3	2	Maximum CP +56.9	HP Recovery +0.1	
9523	3	2	Maximum CP +56.9	MP Recovery +0.1	
9524	3	2	Maximum CP +56.9	CP Recovery +0.1	
9525	3	2	Maximum CP +56.9	Dodge +0.7	
9526	3	2	Maximum CP +56.9	Accuracy +0.7	
9527	3	2	Maximum CP +56.9	Critical +7.9	
9528	3	2	P. Atk. +5.4	M. Atk. +5.8	
9529	3	2	P. Atk. +5.4	HP Recovery +0.1	
9530	3	2	P. Atk. +5.4	MP Recovery +0.1	
9531	3	2	P. Atk. +5.4	CP Recovery +0.1	
9532	3	2	P. Atk. +5.4	Dodge +0.7	
9533	3	2	P. Atk. +5.4	Accuracy +0.7	
9534	3	2	P. Atk. +5.4	Critical +7.9	
9535	3	2	M. Atk. +6.3	HP Recovery +0.1	
9536	3	2	M. Atk. +6.3	MP Recovery +0.1	
9537	3	2	M. Atk. +6.3	CP Recovery +0.1	
9538	3	2	M. Atk. +6.3	Dodge +0.7	
9539	3	2	M. Atk. +6.3	Accuracy +0.7	
9540	3	2	M. Atk. +6.3	Critical +7.9	
9541	3	2	HP Recovery +0.2	MP Recovery +0.1	
9542	3	2	HP Recovery +0.2	CP Recovery +0.1	
9543	3	2	HP Recovery +0.2	Dodge +0.7	
9544	3	2	HP Recovery +0.2	Accuracy +0.7	
9545	3	2	HP Recovery +0.2	Critical +7.9	
9546	3	2	MP Recovery +0.1	CP Recovery +0.1	
9547	3	2	MP Recovery +0.1	Dodge +0.7	
9548	3	2	MP Recovery +0.1	Accuracy +0.7	
9549	3	2	MP Recovery +0.1	Critical +7.9	
9550	3	2	CP Recovery +0.2	Dodge +0.7	
9551	3	2	CP Recovery +0.2	Accuracy +0.7	
9552	3	2	CP Recovery +0.2	Critical +7.9	
9553	3	2	Dodge +0.8	Accuracy +0.7	
9554	3	2	Dodge +0.8	Critical +7.9	
9555	3	2	Accuracy +0.8	Critical +7.9	
9556	3	2	P. Def. +20.5		
9557	3	2	M. Def. +16.5		
9558	3	2	Maximum HP +83.1		
9559	3	2	Maximum MP +26.6		
9560	3	2	Maximum CP +114.8		
9561	3	2	P. Atk. +11.4		
9562	3	2	M. Atk. +13.2		
9563	3	2	HP Recovery +0.4		
9564	3	2	MP Recovery +0.1		
9565	3	2	CP Recovery +0.4		
9566	3	2	Dodge +1.5		
9567	3	2	Accuracy +1.5		
9568	3	2	Critical +16.6		
9569	3	2	P. Def. +10.2	M. Def. +8.2	
9570	3	2	P. Def. +10.2	Maximum HP +41.5	
9571	3	2	P. Def. +10.2	Maximum MP +13.3	
9572	3	2	P. Def. +10.2	Maximum CP +57.4	
9573	3	2	P. Def. +10.2	P. Atk. +5.7	
9574	3	2	P. Def. +10.2	M. Atk. +6.6	
9575	3	2	P. Def. +10.2	HP Recovery +0.2	
9576	3	2	P. Def. +10.2	MP Recovery +0.1	
9577	3	2	P. Def. +10.2	CP Recovery +0.2	
9578	3	2	P. Def. +10.2	Dodge +0.8	
9579	3	2	P. Def. +10.2	Accuracy +0.8	
9580	3	2	P. Def. +10.2	Critical +8.3	
9581	3	2	M. Def. +8.2	Maximum HP +41.5	
9582	3	2	M. Def. +8.2	Maximum MP +13.3	
9583	3	2	M. Def. +8.2	Maximum CP +57.4	
9584	3	2	M. Def. +8.2	P. Atk. +5.7	
9585	3	2	M. Def. +8.2	M. Atk. +6.6	
9586	3	2	M. Def. +8.2	HP Recovery +0.2	
9587	3	2	M. Def. +8.2	MP Recovery +0.1	
9588	3	2	M. Def. +8.2	CP Recovery +0.2	
9589	3	2	M. Def. +8.2	Dodge +0.8	
9590	3	2	M. Def. +8.2	Accuracy +0.8	
9591	3	2	M. Def. +8.2	Critical +8.3	
9592	3	2	Maximum HP +41.5	Maximum MP +13.3	
9593	3	2	Maximum HP +41.5	Maximum CP +57.4	
9594	3	2	Maximum HP +41.5	P. Atk. +5.7	
9595	3	2	Maximum HP +41.5	M. Atk. +6.6	
9596	3	2	Maximum HP +41.5	HP Recovery +0.2	
9597	3	2	Maximum HP +41.5	MP Recovery +0.1	
9598	3	2	Maximum HP +41.5	CP Recovery +0.2	
9599	3	2	Maximum HP +41.5	Dodge +0.8	
9600	3	2	Maximum HP +41.5	Accuracy +0.8	
9601	3	2	Maximum HP +41.5	Critical +8.3	
9602	3	2	Maximum MP +13.3	Maximum CP +57.4	
9603	3	2	Maximum MP +13.3	P. Atk. +5.7	
9604	3	2	Maximum MP +13.3	M. Atk. +6.6	
9605	3	2	Maximum MP +13.3	HP Recovery +0.2	
9606	3	2	Maximum MP +13.3	MP Recovery +0.1	
9607	3	2	Maximum MP +13.3	CP Recovery +0.2	
9608	3	2	Maximum MP +13.3	Dodge +0.8	
9609	3	2	Maximum MP +13.3	Accuracy +0.8	
9610	3	2	Maximum MP +13.3	Critical +8.3	
9611	3	2	Maximum CP +57.4	P. Atk. +5.7	
9612	3	2	Maximum CP +57.4	M. Atk. +6.6	
9613	3	2	Maximum CP +57.4	HP Recovery +0.2	
9614	3	2	Maximum CP +57.4	MP Recovery +0.1	
9615	3	2	Maximum CP +57.4	CP Recovery +0.2	
9616	3	2	Maximum CP +57.4	Dodge +0.8	
9617	3	2	Maximum CP +57.4	Accuracy +0.8	
9618	3	2	Maximum CP +57.4	Critical +8.3	
9619	3	2	P. Atk. +5.7	M. Atk. +6.6	
9620	3	2	P. Atk. +5.7	HP Recovery +0.2	
9621	3	2	P. Atk. +5.7	MP Recovery +0.1	
9622	3	2	P. Atk. +5.7	CP Recovery +0.2	
9623	3	2	P. Atk. +5.7	Dodge +0.8	
9624	3	2	P. Atk. +5.7	Accuracy +0.8	
9625	3	2	P. Atk. +5.7	Critical +8.3	
9626	3	2	M. Atk. +6.6	HP Recovery +0.2	
9627	3	2	M. Atk. +6.6	MP Recovery +0.1	
9628	3	2	M. Atk. +6.6	CP Recovery +0.2	
9629	3	2	M. Atk. +6.6	Dodge +0.8	
9630	3	2	M. Atk. +6.6	Accuracy +0.8	
9631	3	2	M. Atk. +6.6	Critical +8.3	
9632	3	2	HP Recovery +0.2	MP Recovery +0.1	
9633	3	2	HP Recovery +0.2	CP Recovery +0.2	
9634	3	2	HP Recovery +0.2	Dodge +0.8	
9635	3	2	HP Recovery +0.2	Accuracy +0.8	
9636	3	2	HP Recovery +0.2	Critical +8.3	
9637	3	2	MP Recovery +0.1	CP Recovery +0.2	
9638	3	2	MP Recovery +0.1	Dodge +0.8	
9639	3	2	MP Recovery +0.1	Accuracy +0.8	
9640	3	2	MP Recovery +0.1	Critical +8.3	
9641	3	2	CP Recovery +0.2	Dodge +0.8	
9642	3	2	CP Recovery +0.2	Accuracy +0.8	
9643	3	2	CP Recovery +0.2	Critical +8.3	
9644	3	2	Dodge +0.8	Accuracy +0.8	
9645	3	2	Dodge +0.8	Critical +8.3	
9646	3	2	Accuracy +0.8	Critical +8.3	
9647	3	2	P. Def. +20.5		
9648	3	2	M. Def. +16.5		
9649	3	2	Maximum HP +82.9		
9650	3	2	Maximum MP +26.7		
9651	3	2	Maximum CP +114.5		
9652	3	2	P. Atk. +11.8		
9653	3	2	M. Atk. +13.7		
9654	3	2	HP Recovery +0.4		
9655	3	2	MP Recovery +0.1		
9656	3	2	CP Recovery +0.4		
9657	3	2	Dodge +1.7		
9658	3	2	Accuracy +1.7		
9659	3	2	Critical +18.3		
9660	3	2	P. Def. +10.2	M. Def. +8.2	
9661	3	2	P. Def. +10.2	Maximum HP +41.4	
9662	3	2	P. Def. +10.2	Maximum MP +13.3	
9663	3	2	P. Def. +10.2	Maximum CP +57.2	
9664	3	2	P. Def. +10.2	P. Atk. +5.9	
9665	3	2	P. Def. +10.2	M. Atk. +6.8	
9666	3	2	P. Def. +10.2	HP Recovery +0.2	
9667	3	2	P. Def. +10.2	MP Recovery +0.1	
9668	3	2	P. Def. +10.2	CP Recovery +0.2	
9669	3	2	P. Def. +10.2	Dodge +0.8	
9670	3	2	P. Def. +10.2	Accuracy +0.8	
9671	3	2	P. Def. +10.2	Critical +9.2	
9672	3	2	M. Def. +8.2	Maximum HP +41.4	
9673	3	2	M. Def. +8.2	Maximum MP +13.3	
9674	3	2	M. Def. +8.2	Maximum CP +57.2	
9675	3	2	M. Def. +8.2	P. Atk. +5.9	
9676	3	2	M. Def. +8.2	M. Atk. +6.8	
9677	3	2	M. Def. +8.2	HP Recovery +0.2	
9678	3	2	M. Def. +8.2	MP Recovery +0.1	
9679	3	2	M. Def. +8.2	CP Recovery +0.2	
9680	3	2	M. Def. +8.2	Dodge +0.8	
9681	3	2	M. Def. +8.2	Accuracy +0.8	
9682	3	2	M. Def. +8.2	Critical +9.2	
9683	3	2	Maximum HP +41.4	Maximum MP +13.3	
9684	3	2	Maximum HP +41.4	Maximum CP +57.2	
9685	3	2	Maximum HP +41.4	P. Atk. +5.9	
9686	3	2	Maximum HP +41.4	M. Atk. +6.8	
9687	3	2	Maximum HP +41.4	HP Recovery +0.2	
9688	3	2	Maximum HP +41.4	MP Recovery +0.1	
9689	3	2	Maximum HP +41.4	CP Recovery +0.2	
9690	3	2	Maximum HP +41.4	Dodge +0.8	
9691	3	2	Maximum HP +41.4	Accuracy +0.8	
9692	3	2	Maximum HP +41.4	Critical +9.2	
9693	3	2	Maximum MP +13.3	Maximum CP +57.2	
9694	3	2	Maximum MP +13.3	P. Atk. +5.9	
9695	3	2	Maximum MP +13.3	M. Atk. +6.8	
9696	3	2	Maximum MP +13.3	HP Recovery +0.2	
9697	3	2	Maximum MP +13.3	MP Recovery +0.1	
9698	3	2	Maximum MP +13.3	CP Recovery +0.2	
9699	3	2	Maximum MP +13.3	Dodge +0.8	
9700	3	2	Maximum MP +13.3	Accuracy +0.8	
9701	3	2	Maximum MP +13.3	Critical +9.2	
9702	3	2	Maximum CP +57.2	P. Atk. +5.9	
9703	3	2	Maximum CP +57.2	M. Atk. +6.8	
9704	3	2	Maximum CP +57.2	HP Recovery +0.2	
9705	3	2	Maximum CP +57.2	MP Recovery +0.1	
9706	3	2	Maximum CP +57.2	CP Recovery +0.2	
9707	3	2	Maximum CP +57.2	Dodge +0.8	
9708	3	2	Maximum CP +57.2	Accuracy +0.8	
9709	3	2	Maximum CP +57.2	Critical +9.2	
9710	3	2	P. Atk. +5.9	M. Atk. +6.8	
9711	3	2	P. Atk. +5.9	HP Recovery +0.2	
9712	3	2	P. Atk. +5.9	MP Recovery +0.1	
9713	3	2	P. Atk. +5.9	CP Recovery +0.2	
9714	3	2	P. Atk. +5.9	Dodge +0.8	
9715	3	2	P. Atk. +5.9	Accuracy +0.8	
9716	3	2	P. Atk. +5.9	Critical +9.2	
9717	3	2	M. Atk. +6.8	HP Recovery +0.2	
9718	3	2	M. Atk. +6.8	MP Recovery +0.1	
9719	3	2	M. Atk. +6.8	CP Recovery +0.2	
9720	3	2	M. Atk. +6.8	Dodge +0.8	
9721	3	2	M. Atk. +6.8	Accuracy +0.8	
9722	3	2	M. Atk. +6.8	Critical +9.2	
9723	3	2	HP Recovery +0.2	MP Recovery +0.1	
9724	3	2	HP Recovery +0.2	CP Recovery +0.2	
9725	3	2	HP Recovery +0.2	Dodge +0.8	
9726	3	2	HP Recovery +0.2	Accuracy +0.8	
9727	3	2	HP Recovery +0.2	Critical +9.2	
9728	3	2	MP Recovery +0.1	CP Recovery +0.2	
9729	3	2	MP Recovery +0.1	Dodge +0.8	
9730	3	2	MP Recovery +0.1	Accuracy +0.8	
9731	3	2	MP Recovery +0.1	Critical +9.2	
9732	3	2	CP Recovery +0.2	Dodge +0.8	
